type,id,date,time,address,rnds,latitude,longitude,source,zone,year,month,yearmonth
Multiple_Gunshots,,12/31/2013,,,,39.94868353,-75.11714037,2013,,2013,12,168
Multiple_Gunshots,,12/31/2013,,,,39.93156603,-75.10501091,2013,,2013,12,168
Single_Gunshot,,12/30/2013,,,,39.93542035,-75.11332048,2013,,2013,12,168
Multiple_Gunshots,,12/29/2013,,,,39.93081448,-75.10636793,2013,,2013,12,168
Single_Gunshot,,12/28/2013,,,,39.9367625,-75.11762306,2013,,2013,12,168
Single_Gunshot,,12/28/2013,,,,39.93669665,-75.11471163,2013,,2013,12,168
Multiple_Gunshots,,12/28/2013,,,,39.93529924,-75.1044878,2013,,2013,12,168
Multiple_Gunshots,,12/27/2013,,,,39.96063903,-75.10776878,2013,,2013,12,168
Multiple_Gunshots,,12/27/2013,,,,39.96077698,-75.1076881,2013,,2013,12,168
Single_Gunshot,,12/26/2013,,,,39.95391414,-75.11709133,2013,,2013,12,168
Multiple_Gunshots,,12/26/2013,,,,39.93034791,-75.11104276,2013,,2013,12,168
Multiple_Gunshots,,12/26/2013,,,,39.93246575,-75.10904475,2013,,2013,12,168
Multiple_Gunshots,,12/25/2013,,,,39.93529466,-75.11681102,2013,,2013,12,168
Multiple_Gunshots,,12/24/2013,,,,39.92465954,-75.10764109,2013,,2013,12,168
Gunshot_or_Firecracker,,12/23/2013,,,,39.95158418,-75.11400788,2013,,2013,12,168
Multiple_Gunshots,,12/23/2013,,,,39.93224013,-75.11519723,2013,,2013,12,168
Single_Gunshot,,12/22/2013,,,,39.94998477,-75.11261597,2013,,2013,12,168
Multiple_Gunshots,,12/21/2013,,,,39.92700949,-75.09814158,2013,,2013,12,168
Gunshot_or_Firecracker,,12/20/2013,,,,39.948212,-75.11236786,2013,,2013,12,168
Single_Gunshot,,12/20/2013,,,,39.93739946,-75.11849872,2013,,2013,12,168
Multiple_Gunshots,,12/19/2013,,,,39.91874701,-75.10766421,2013,,2013,12,168
Multiple_Gunshots,,12/19/2013,,,,39.92455801,-75.11008369,2013,,2013,12,168
Single_Gunshot,,12/18/2013,,,,39.9270446,-75.10649517,2013,,2013,12,168
Multiple_Gunshots,,12/12/2013,,,,39.95535566,-75.12001733,2013,,2013,12,168
Multiple_Gunshots,,12/10/2013,,,,39.93427252,-75.113297,2013,,2013,12,168
Single_Gunshot,,12/10/2013,,,,39.93456401,-75.11448514,2013,,2013,12,168
Single_Gunshot,,12/10/2013,,,,39.95347659,-75.11717704,2013,,2013,12,168
Multiple_Gunshots,,12/10/2013,,,,39.92665344,-75.10753635,2013,,2013,12,168
Single_Gunshot,,12/8/2013,,,,39.93568325,-75.1221442,2013,,2013,12,168
Multiple_Gunshots,,12/7/2013,,,,39.93932646,-75.12397372,2013,,2013,12,168
Multiple_Gunshots,,12/7/2013,,,,39.96093269,-75.10627117,2013,,2013,12,168
Single_Gunshot,,12/6/2013,,,,39.92442747,-75.1017155,2013,,2013,12,168
Single_Gunshot,,12/5/2013,,,,39.92707273,-75.10448462,2013,,2013,12,168
Multiple_Gunshots,,12/5/2013,,,,39.92217791,-75.10242426,2013,,2013,12,168
Multiple_Gunshots,,12/4/2013,,,,39.92382211,-75.1015218,2013,,2013,12,168
Single_Gunshot,,12/4/2013,,,,39.92671101,-75.11583789,2013,,2013,12,168
Single_Gunshot,,12/3/2013,,,,39.92323876,-75.0989857,2013,,2013,12,168
Single_Gunshot,,12/3/2013,,,,39.92922715,-75.10365267,2013,,2013,12,168
Multiple_Gunshots,,12/2/2013,,,,39.95471645,-75.12105942,2013,,2013,12,168
Single_Gunshot,,12/2/2013,,,,39.9313502,-75.10810006,2013,,2013,12,168
Single_Gunshot,,12/2/2013,,,,39.93247301,-75.11574239,2013,,2013,12,168
Multiple_Gunshots,,12/2/2013,,,,39.93218129,-75.11601482,2013,,2013,12,168
Multiple_Gunshots,,11/30/2013,,,,39.93910426,-75.12465908,2013,,2013,11,167
Single_Gunshot,,11/30/2013,,,,39.92524184,-75.10132894,2013,,2013,11,167
Single_Gunshot,,11/27/2013,,,,39.93786429,-75.1209608,2013,,2013,11,167
Multiple_Gunshots,,11/27/2013,,,,39.92979516,-75.09630719,2013,,2013,11,167
Gunshot_or_Firecracker,,11/25/2013,,,,39.93451225,-75.11672532,2013,,2013,11,167
Multiple_Gunshots,,11/24/2013,,,,39.95344255,-75.11743243,2013,,2013,11,167
Multiple_Gunshots,,11/24/2013,,,,39.95339302,-75.11736664,2013,,2013,11,167
Single_Gunshot,,11/23/2013,,,,39.92046744,-75.11686063,2013,,2013,11,167
Single_Gunshot,,11/23/2013,,,,39.92072119,-75.11678433,2013,,2013,11,167
Gunshot_or_Firecracker,,11/22/2013,,,,39.95450478,-75.12229805,2013,,2013,11,167
Multiple_Gunshots,,11/21/2013,,,,39.93178142,-75.09812285,2013,,2013,11,167
Multiple_Gunshots,,11/21/2013,,,,39.92244304,-75.10312562,2013,,2013,11,167
Multiple_Gunshots,,11/21/2013,,,,39.92268095,-75.11661261,2013,,2013,11,167
Single_Gunshot,,11/20/2013,,,,39.92479807,-75.10423507,2013,,2013,11,167
Single_Gunshot,,11/17/2013,,,,39.93404012,-75.10541363,2013,,2013,11,167
Single_Gunshot,,11/17/2013,,,,39.9318733,-75.10910424,2013,,2013,11,167
Multiple_Gunshots,,11/15/2013,,,,39.92521877,-75.10172968,2013,,2013,11,167
Multiple_Gunshots,,11/15/2013,,,,39.92128165,-75.09815222,2013,,2013,11,167
Multiple_Gunshots,,11/14/2013,,,,39.91817691,-75.11492318,2013,,2013,11,167
Multiple_Gunshots,,11/14/2013,,,,39.92496055,-75.10495788,2013,,2013,11,167
Single_Gunshot,,11/14/2013,,,,39.93071057,-75.09955236,2013,,2013,11,167
Multiple_Gunshots,,11/13/2013,,,,39.92118352,-75.10029424,2013,,2013,11,167
Multiple_Gunshots,,11/13/2013,,,,39.92583413,-75.10477427,2013,,2013,11,167
Single_Gunshot,,11/12/2013,,,,39.92450327,-75.106035,2013,,2013,11,167
Single_Gunshot,,11/12/2013,,,,39.93699147,-75.11416956,2013,,2013,11,167
Multiple_Gunshots,,11/11/2013,,,,39.92010719,-75.11591321,2013,,2013,11,167
Multiple_Gunshots,,11/10/2013,,,,39.95007509,-75.11956631,2013,,2013,11,167
Single_Gunshot,,11/10/2013,,,,39.92939352,-75.0991321,2013,,2013,11,167
Multiple_Gunshots,,11/8/2013,,,,39.93738073,-75.11498891,2013,,2013,11,167
Multiple_Gunshots,,11/8/2013,,,,39.93882349,-75.11966841,2013,,2013,11,167
Multiple_Gunshots,,11/7/2013,,,,39.94915324,-75.11190991,2013,,2013,11,167
Gunshot_or_Firecracker,,11/6/2013,,,,39.9309371,-75.10326005,2013,,2013,11,167
Multiple_Gunshots,,11/6/2013,,,,39.95485993,-75.11951023,2013,,2013,11,167
Single_Gunshot,,11/6/2013,,,,39.92493362,-75.10300277,2013,,2013,11,167
Single_Gunshot,,11/5/2013,,,,39.93736914,-75.11189387,2013,,2013,11,167
Single_Gunshot,,11/5/2013,,,,39.95240859,-75.11351644,2013,,2013,11,167
Multiple_Gunshots,,11/5/2013,,,,39.93934503,-75.12417968,2013,,2013,11,167
Multiple_Gunshots,,11/5/2013,,,,39.94507939,-75.12045709,2013,,2013,11,167
Multiple_Gunshots,,11/5/2013,,,,39.92420485,-75.09941131,2013,,2013,11,167
Gunshot_or_Firecracker,,11/4/2013,,,,39.9418505,-75.12336158,2013,,2013,11,167
Multiple_Gunshots,,11/4/2013,,,,39.93379298,-75.11321552,2013,,2013,11,167
Multiple_Gunshots,,11/3/2013,,,,39.95499472,-75.12096371,2013,,2013,11,167
Multiple_Gunshots,,11/3/2013,,,,39.93504559,-75.11877842,2013,,2013,11,167
Single_Gunshot,,11/2/2013,,,,39.92554759,-75.10167274,2013,,2013,11,167
Single_Gunshot,,11/2/2013,,,,39.93617805,-75.11875592,2013,,2013,11,167
Multiple_Gunshots,,11/2/2013,,,,39.95482726,-75.11870112,2013,,2013,11,167
Single_Gunshot,,11/2/2013,,,,39.92709444,-75.10405514,2013,,2013,11,167
Multiple_Gunshots,,11/2/2013,,,,39.92626417,-75.1150159,2013,,2013,11,167
Multiple_Gunshots,,11/2/2013,,,,39.95256107,-75.12338415,2013,,2013,11,167
Multiple_Gunshots,,11/1/2013,,,,39.95453385,-75.12500356,2013,,2013,11,167
Multiple_Gunshots,,10/31/2013,,,,39.92154766,-75.09940198,2013,,2013,10,166
Single_Gunshot,,10/31/2013,,,,39.95130441,-75.12663646,2013,,2013,10,166
Multiple_Gunshots,,10/30/2013,,,,39.93306699,-75.11431614,2013,,2013,10,166
Single_Gunshot,,10/30/2013,,,,39.95132144,-75.11938567,2013,,2013,10,166
Gunshot_or_Firecracker,,10/29/2013,,,,39.9221789,-75.09950718,2013,,2013,10,166
Single_Gunshot,,10/29/2013,,,,39.92562911,-75.09953817,2013,,2013,10,166
Multiple_Gunshots,,10/28/2013,,,,39.95480885,-75.12380715,2013,,2013,10,166
Multiple_Gunshots,,10/28/2013,,,,39.92884172,-75.11348112,2013,,2013,10,166
Multiple_Gunshots,,10/28/2013,,,,39.93687321,-75.11821387,2013,,2013,10,166
Multiple_Gunshots,,10/28/2013,,,,39.92774073,-75.1006015,2013,,2013,10,166
Single_Gunshot,,10/28/2013,,,,39.93485749,-75.11044704,2013,,2013,10,166
Single_Gunshot,,10/27/2013,,,,39.93280274,-75.10969244,2013,,2013,10,166
Multiple_Gunshots,,10/27/2013,,,,39.95319087,-75.12371869,2013,,2013,10,166
Single_Gunshot,,10/26/2013,,,,39.93161713,-75.11537011,2013,,2013,10,166
Single_Gunshot,,10/26/2013,,,,39.93319037,-75.10474573,2013,,2013,10,166
Multiple_Gunshots,,10/26/2013,,,,39.93358082,-75.09985177,2013,,2013,10,166
Multiple_Gunshots,,10/25/2013,,,,39.93071136,-75.10982162,2013,,2013,10,166
Single_Gunshot,,10/25/2013,,,,39.95521616,-75.11956935,2013,,2013,10,166
Single_Gunshot,,10/25/2013,,,,39.95450117,-75.12504237,2013,,2013,10,166
Single_Gunshot,,10/23/2013,,,,39.93236629,-75.11053762,2013,,2013,10,166
Single_Gunshot,,10/23/2013,,,,39.95308337,-75.11364992,2013,,2013,10,166
Single_Gunshot,,10/21/2013,,,,39.92785873,-75.10118316,2013,,2013,10,166
Single_Gunshot,,10/21/2013,,,,39.91888256,-75.11129734,2013,,2013,10,166
Multiple_Gunshots,,10/20/2013,,,,39.93297699,-75.1053354,2013,,2013,10,166
Single_Gunshot,,10/19/2013,,,,39.94558618,-75.1137514,2013,,2013,10,166
Multiple_Gunshots,,10/17/2013,,,,39.9335124,-75.11291667,2013,,2013,10,166
Multiple_Gunshots,,10/17/2013,,,,39.93029122,-75.10638539,2013,,2013,10,166
Single_Gunshot,,10/16/2013,,,,39.91862224,-75.10985064,2013,,2013,10,166
Gunshot_or_Firecracker,,10/15/2013,,,,39.93181711,-75.11759574,2013,,2013,10,166
Single_Gunshot,,10/15/2013,,,,39.93037018,-75.10626201,2013,,2013,10,166
Multiple_Gunshots,,10/14/2013,,,,39.92142319,-75.09822104,2013,,2013,10,166
Single_Gunshot,,10/14/2013,,,,39.92919836,-75.10466511,2013,,2013,10,166
Single_Gunshot,,10/13/2013,,,,39.92949403,-75.09906816,2013,,2013,10,166
Single_Gunshot,,10/13/2013,,,,39.92223769,-75.10705816,2013,,2013,10,166
Single_Gunshot,,10/13/2013,,,,39.95336205,-75.11999743,2013,,2013,10,166
Multiple_Gunshots,,10/10/2013,,,,39.92245625,-75.10173613,2013,,2013,10,166
Multiple_Gunshots,,10/10/2013,,,,39.93395552,-75.09930567,2013,,2013,10,166
Multiple_Gunshots,,10/9/2013,,,,39.92238273,-75.1008856,2013,,2013,10,166
Multiple_Gunshots,,10/9/2013,,,,39.92349685,-75.10423921,2013,,2013,10,166
Multiple_Gunshots,,10/9/2013,,,,39.95212809,-75.11363626,2013,,2013,10,166
Multiple_Gunshots,,10/9/2013,,,,39.93369174,-75.10543186,2013,,2013,10,166
Gunshot_or_Firecracker,,10/8/2013,,,,39.95204352,-75.11584372,2013,,2013,10,166
Multiple_Gunshots,,10/7/2013,,,,39.95168944,-75.11306007,2013,,2013,10,166
Single_Gunshot,,10/6/2013,,,,39.9499733,-75.12097899,2013,,2013,10,166
Multiple_Gunshots,,10/5/2013,,,,39.92206139,-75.10077636,2013,,2013,10,166
Single_Gunshot,,10/5/2013,,,,39.9234536,-75.10171914,2013,,2013,10,166
Multiple_Gunshots,,10/4/2013,,,,39.95439287,-75.12487416,2013,,2013,10,166
Multiple_Gunshots,,10/3/2013,,,,39.9220005,-75.10083046,2013,,2013,10,166
Single_Gunshot,,10/3/2013,,,,39.93757724,-75.11432165,2013,,2013,10,166
Multiple_Gunshots,,10/3/2013,,,,39.93762636,-75.11451652,2013,,2013,10,166
Single_Gunshot,,10/2/2013,,,,39.93617952,-75.11610461,2013,,2013,10,166
Multiple_Gunshots,,10/1/2013,,,,39.92206902,-75.10073768,2013,,2013,10,166
Multiple_Gunshots,,10/1/2013,,,,39.93940713,-75.11770765,2013,,2013,10,166
Single_Gunshot,,9/30/2013,,,,39.963824,-75.12644444,2013,,2013,9,165
Single_Gunshot,,9/30/2013,,,,39.96429009,-75.12640355,2013,,2013,9,165
Single_Gunshot,,9/30/2013,,,,39.96448123,-75.12673379,2013,,2013,9,165
Single_Gunshot,,9/30/2013,,,,39.93011173,-75.10990488,2013,,2013,9,165
Multiple_Gunshots,,9/30/2013,,,,39.92119528,-75.11647489,2013,,2013,9,165
Multiple_Gunshots,,9/29/2013,,,,39.92189015,-75.10312807,2013,,2013,9,165
Multiple_Gunshots,,9/29/2013,,,,39.95292029,-75.13792193,2013,,2013,9,165
Single_Gunshot,,9/29/2013,,,,39.95279807,-75.13779781,2013,,2013,9,165
Multiple_Gunshots,,9/29/2013,,,,39.92257066,-75.10257636,2013,,2013,9,165
Multiple_Gunshots,,9/29/2013,,,,39.95302509,-75.11743671,2013,,2013,9,165
Single_Gunshot,,9/29/2013,,,,39.93023682,-75.11771187,2013,,2013,9,165
Multiple_Gunshots,,9/28/2013,,,,39.92526106,-75.10410653,2013,,2013,9,165
Multiple_Gunshots,,9/28/2013,,,,39.92607026,-75.09763513,2013,,2013,9,165
Gunshot_or_Firecracker,,9/28/2013,,,,39.94137754,-75.1151481,2013,,2013,9,165
Multiple_Gunshots,,9/28/2013,,,,39.96051529,-75.10606955,2013,,2013,9,165
Single_Gunshot,,9/28/2013,,,,39.9266414,-75.11348144,2013,,2013,9,165
Multiple_Gunshots,,9/27/2013,,,,39.92421809,-75.10314223,2013,,2013,9,165
Multiple_Gunshots,,9/27/2013,,,,39.92375067,-75.10299315,2013,,2013,9,165
Multiple_Gunshots,,9/26/2013,,,,39.93233657,-75.12043946,2013,,2013,9,165
Single_Gunshot,,9/26/2013,,,,39.93516861,-75.11044917,2013,,2013,9,165
Single_Gunshot,,9/26/2013,,,,39.92534476,-75.10189269,2013,,2013,9,165
Gunshot_or_Firecracker,,9/25/2013,,,,39.924515,-75.10183895,2013,,2013,9,165
Multiple_Gunshots,,9/25/2013,,,,39.92818583,-75.10224029,2013,,2013,9,165
Single_Gunshot,,9/25/2013,,,,39.93425166,-75.11600263,2013,,2013,9,165
Single_Gunshot,,9/25/2013,,,,39.92902262,-75.11367593,2013,,2013,9,165
Single_Gunshot,,9/25/2013,,,,39.92992294,-75.12004448,2013,,2013,9,165
Single_Gunshot,,9/25/2013,,,,39.92333524,-75.10197332,2013,,2013,9,165
Multiple_Gunshots,,9/24/2013,,,,39.93277373,-75.11522912,2013,,2013,9,165
Gunshot_or_Firecracker,,9/24/2013,,,,39.93836315,-75.11708741,2013,,2013,9,165
Gunshot_or_Firecracker,,9/24/2013,,,,39.9366325,-75.11816665,2013,,2013,9,165
Multiple_Gunshots,,9/24/2013,,,,39.92600458,-75.1101088,2013,,2013,9,165
Single_Gunshot,,9/22/2013,,,,39.93770119,-75.11836587,2013,,2013,9,165
Single_Gunshot,,9/22/2013,,,,39.92600487,-75.11592481,2013,,2013,9,165
Single_Gunshot,,9/22/2013,,,,39.92600778,-75.11617876,2013,,2013,9,165
Single_Gunshot,,9/22/2013,,,,39.92611718,-75.11617296,2013,,2013,9,165
Single_Gunshot,,9/21/2013,,,,39.91873609,-75.1108217,2013,,2013,9,165
Multiple_Gunshots,,9/17/2013,,,,39.93589157,-75.11238788,2013,,2013,9,165
Single_Gunshot,,9/16/2013,,,,39.94355894,-75.11318518,2013,,2013,9,165
Gunshot_or_Firecracker,,9/16/2013,,,,39.94031339,-75.11771761,2013,,2013,9,165
Single_Gunshot,,9/15/2013,,,,39.94985231,-75.11420047,2013,,2013,9,165
Multiple_Gunshots,,9/15/2013,,,,39.94352727,-75.11378353,2013,,2013,9,165
Single_Gunshot,,9/15/2013,,,,39.9556501,-75.12237486,2013,,2013,9,165
Single_Gunshot,,9/15/2013,,,,39.93313203,-75.1113518,2013,,2013,9,165
Single_Gunshot,,9/15/2013,,,,39.9363095,-75.09993851,2013,,2013,9,165
Single_Gunshot,,9/15/2013,,,,39.95336954,-75.12003314,2013,,2013,9,165
Single_Gunshot,,9/15/2013,,,,39.95229235,-75.11958244,2013,,2013,9,165
Single_Gunshot,,9/14/2013,,,,39.96040398,-75.10538157,2013,,2013,9,165
Gunshot_or_Firecracker,,9/14/2013,,,,39.92692761,-75.11634622,2013,,2013,9,165
Multiple_Gunshots,,9/14/2013,,,,39.92423316,-75.1021697,2013,,2013,9,165
Single_Gunshot,,9/14/2013,,,,39.93565773,-75.11527974,2013,,2013,9,165
Multiple_Gunshots,,9/13/2013,,,,39.93608905,-75.10709679,2013,,2013,9,165
Multiple_Gunshots,,9/12/2013,,,,39.95094222,-75.11426507,2013,,2013,9,165
Multiple_Gunshots,,9/12/2013,,,,39.9213503,-75.11139061,2013,,2013,9,165
Multiple_Gunshots,,9/12/2013,,,,39.92399799,-75.10819436,2013,,2013,9,165
Single_Gunshot,,9/12/2013,,,,39.92492433,-75.10496366,2013,,2013,9,165
Multiple_Gunshots,,9/12/2013,,,,39.94923439,-75.11398496,2013,,2013,9,165
Multiple_Gunshots,,9/11/2013,,,,39.95142707,-75.11470946,2013,,2013,9,165
Single_Gunshot,,9/11/2013,,,,39.91921712,-75.11584423,2013,,2013,9,165
Single_Gunshot,,9/11/2013,,,,39.9218995,-75.10020546,2013,,2013,9,165
Multiple_Gunshots,,9/11/2013,,,,39.93620719,-75.10382513,2013,,2013,9,165
Gunshot_or_Firecracker,,9/9/2013,,,,39.94004249,-75.11785651,2013,,2013,9,165
Multiple_Gunshots,,9/9/2013,,,,39.92133585,-75.11052672,2013,,2013,9,165
Multiple_Gunshots,,9/8/2013,,,,39.95735103,-75.13571641,2013,,2013,9,165
Multiple_Gunshots,,9/8/2013,,,,39.9575468,-75.13609874,2013,,2013,9,165
Single_Gunshot,,9/7/2013,,,,39.92454231,-75.11626234,2013,,2013,9,165
Multiple_Gunshots,,9/6/2013,,,,39.93434528,-75.10939947,2013,,2013,9,165
Multiple_Gunshots,,9/6/2013,,,,39.93435023,-75.11068171,2013,,2013,9,165
Gunshot_or_Firecracker,,9/6/2013,,,,39.93441595,-75.11006318,2013,,2013,9,165
Gunshot_or_Firecracker,,9/6/2013,,,,39.92362524,-75.10119382,2013,,2013,9,165
Gunshot_or_Firecracker,,9/6/2013,,,,39.94426167,-75.12469549,2013,,2013,9,165
Single_Gunshot,,9/6/2013,,,,39.9442553,-75.12476377,2013,,2013,9,165
Single_Gunshot,,9/4/2013,,,,39.92476004,-75.10570562,2013,,2013,9,165
Single_Gunshot,,9/4/2013,,,,39.95112256,-75.1144192,2013,,2013,9,165
Multiple_Gunshots,,9/3/2013,,,,39.93447713,-75.12262658,2013,,2013,9,165
Single_Gunshot,,9/3/2013,,,,39.92456079,-75.09963326,2013,,2013,9,165
Multiple_Gunshots,,9/2/2013,,,,39.92067801,-75.1124918,2013,,2013,9,165
Multiple_Gunshots,,9/2/2013,,,,39.93318759,-75.10555371,2013,,2013,9,165
Single_Gunshot,,9/1/2013,,,,39.91902859,-75.10782206,2013,,2013,9,165
Multiple_Gunshots,,8/30/2013,,,,39.9221356,-75.10786415,2013,,2013,8,164
Single_Gunshot,,8/30/2013,,,,39.9223281,-75.10693497,2013,,2013,8,164
Single_Gunshot,,8/30/2013,,,,39.92157466,-75.10693183,2013,,2013,8,164
Multiple_Gunshots,,8/29/2013,,,,39.92600675,-75.09992315,2013,,2013,8,164
Single_Gunshot,,8/28/2013,,,,39.93326926,-75.11160805,2013,,2013,8,164
Gunshot_or_Firecracker,,8/28/2013,,,,39.92525361,-75.10482586,2013,,2013,8,164
Single_Gunshot,,8/28/2013,,,,39.9392521,-75.12448952,2013,,2013,8,164
Single_Gunshot,,8/28/2013,,,,39.92630258,-75.1095306,2013,,2013,8,164
Multiple_Gunshots,,8/28/2013,,,,39.92218505,-75.11155673,2013,,2013,8,164
Multiple_Gunshots,,8/27/2013,,,,39.94946554,-75.11324703,2013,,2013,8,164
Multiple_Gunshots,,8/27/2013,,,,39.95346184,-75.11901045,2013,,2013,8,164
Multiple_Gunshots,,8/27/2013,,,,39.92571991,-75.10390535,2013,,2013,8,164
Single_Gunshot,,8/27/2013,,,,39.92489343,-75.10455649,2013,,2013,8,164
Single_Gunshot,,8/27/2013,,,,39.92440196,-75.10758391,2013,,2013,8,164
Single_Gunshot,,8/26/2013,,,,39.92492168,-75.09895911,2013,,2013,8,164
Single_Gunshot,,8/26/2013,,,,39.92491093,-75.09898144,2013,,2013,8,164
Single_Gunshot,,8/26/2013,,,,39.93091119,-75.11707873,2013,,2013,8,164
Multiple_Gunshots,,8/25/2013,,,,39.93055087,-75.1029224,2013,,2013,8,164
Multiple_Gunshots,,8/23/2013,,,,39.92921058,-75.10450069,2013,,2013,8,164
Multiple_Gunshots,,8/22/2013,,,,39.92714419,-75.10337985,2013,,2013,8,164
Gunshot_or_Firecracker,,8/21/2013,,,,39.92737047,-75.1126571,2013,,2013,8,164
Multiple_Gunshots,,8/20/2013,,,,39.9219768,-75.11622325,2013,,2013,8,164
Single_Gunshot,,8/20/2013,,,,39.92487262,-75.11493516,2013,,2013,8,164
Multiple_Gunshots,,8/19/2013,,,,39.92936539,-75.10978947,2013,,2013,8,164
Multiple_Gunshots,,8/19/2013,,,,39.92418655,-75.10601657,2013,,2013,8,164
Multiple_Gunshots,,8/19/2013,,,,39.92388195,-75.10658788,2013,,2013,8,164
Multiple_Gunshots,,8/18/2013,,,,39.9303588,-75.10617574,2013,,2013,8,164
Multiple_Gunshots,,8/18/2013,,,,39.92295563,-75.11555328,2013,,2013,8,164
Single_Gunshot,,8/18/2013,,,,39.92612672,-75.11506304,2013,,2013,8,164
Gunshot_or_Firecracker,,8/18/2013,,,,39.92613201,-75.11510826,2013,,2013,8,164
Multiple_Gunshots,,8/18/2013,,,,39.92153327,-75.10707964,2013,,2013,8,164
Gunshot_or_Firecracker,,8/18/2013,,,,39.92246943,-75.11333525,2013,,2013,8,164
Multiple_Gunshots,,8/17/2013,,,,39.93616937,-75.10388046,2013,,2013,8,164
Multiple_Gunshots,,8/17/2013,,,,39.9224193,-75.1002974,2013,,2013,8,164
Multiple_Gunshots,,8/17/2013,,,,39.92387015,-75.10470173,2013,,2013,8,164
Multiple_Gunshots,,8/17/2013,,,,39.92445175,-75.10530551,2013,,2013,8,164
Single_Gunshot,,8/17/2013,,,,39.9243534,-75.10506631,2013,,2013,8,164
Single_Gunshot,,8/17/2013,,,,39.93111041,-75.11678221,2013,,2013,8,164
Single_Gunshot,,8/17/2013,,,,39.93173638,-75.11877756,2013,,2013,8,164
Multiple_Gunshots,,8/17/2013,,,,39.93159893,-75.11887759,2013,,2013,8,164
Multiple_Gunshots,,8/16/2013,,,,39.9305757,-75.11601638,2013,,2013,8,164
Multiple_Gunshots,,8/16/2013,,,,39.93061565,-75.10269493,2013,,2013,8,164
Single_Gunshot,,8/14/2013,,,,39.93635046,-75.116719,2013,,2013,8,164
Multiple_Gunshots,,8/14/2013,,,,39.93214214,-75.11537503,2013,,2013,8,164
Single_Gunshot,,8/14/2013,,,,39.92753629,-75.10340149,2013,,2013,8,164
Single_Gunshot,,8/11/2013,,,,39.9549995,-75.11761303,2013,,2013,8,164
Multiple_Gunshots,,8/10/2013,,,,39.93762406,-75.11328686,2013,,2013,8,164
Single_Gunshot,,8/10/2013,,,,39.9343523,-75.11831623,2013,,2013,8,164
Multiple_Gunshots,,8/10/2013,,,,39.92519792,-75.10869052,2013,,2013,8,164
Multiple_Gunshots,,8/10/2013,,,,39.92468317,-75.10149774,2013,,2013,8,164
Multiple_Gunshots,,8/8/2013,,,,39.9316729,-75.10101097,2013,,2013,8,164
Multiple_Gunshots,,8/7/2013,,,,39.9500994,-75.11325482,2013,,2013,8,164
Single_Gunshot,,8/7/2013,,,,39.94996704,-75.1136713,2013,,2013,8,164
Single_Gunshot,,8/7/2013,,,,39.9250529,-75.10668937,2013,,2013,8,164
Single_Gunshot,,8/6/2013,,,,39.92454769,-75.09538039,2013,,2013,8,164
Single_Gunshot,,8/6/2013,,,,39.93668117,-75.12048209,2013,,2013,8,164
Gunshot_or_Firecracker,,8/6/2013,,,,39.92712376,-75.11624531,2013,,2013,8,164
Multiple_Gunshots,,8/6/2013,,,,39.95486728,-75.11727679,2013,,2013,8,164
Multiple_Gunshots,,8/1/2013,,,,39.93544092,-75.12172501,2013,,2013,8,164
Multiple_Gunshots,,8/1/2013,,,,39.93758265,-75.11498037,2013,,2013,8,164
Single_Gunshot,,7/31/2013,,,,39.95569007,-75.13149282,2013,,2013,7,163
Multiple_Gunshots,,7/31/2013,,,,39.92206749,-75.11042059,2013,,2013,7,163
Multiple_Gunshots,,7/31/2013,,,,39.92660053,-75.10717718,2013,,2013,7,163
Single_Gunshot,,7/31/2013,,,,39.92673695,-75.10627869,2013,,2013,7,163
Single_Gunshot,,7/31/2013,,,,39.93869283,-75.11734182,2013,,2013,7,163
Multiple_Gunshots,,7/30/2013,,,,39.93858102,-75.11752637,2013,,2013,7,163
Multiple_Gunshots,,7/29/2013,,,,39.93262198,-75.10176499,2013,,2013,7,163
Single_Gunshot,,7/29/2013,,,,39.93698744,-75.11686389,2013,,2013,7,163
Multiple_Gunshots,,7/29/2013,,,,39.93723736,-75.11695754,2013,,2013,7,163
Multiple_Gunshots,,7/29/2013,,,,39.9338594,-75.10569085,2013,,2013,7,163
Multiple_Gunshots,,7/28/2013,,,,39.93167792,-75.11859511,2013,,2013,7,163
Multiple_Gunshots,,7/28/2013,,,,39.95084722,-75.11198152,2013,,2013,7,163
Gunshot_or_Firecracker,,7/28/2013,,,,39.95125141,-75.11206756,2013,,2013,7,163
Multiple_Gunshots,,7/27/2013,,,,39.93716503,-75.11704674,2013,,2013,7,163
Multiple_Gunshots,,7/27/2013,,,,39.92495717,-75.10485552,2013,,2013,7,163
Multiple_Gunshots,,7/26/2013,,,,39.92651698,-75.10361489,2013,,2013,7,163
Multiple_Gunshots,,7/26/2013,,,,39.92702948,-75.10309571,2013,,2013,7,163
Single_Gunshot,,7/24/2013,,,,39.9319848,-75.11291091,2013,,2013,7,163
Multiple_Gunshots,,7/23/2013,,,,39.93153818,-75.1184865,2013,,2013,7,163
Single_Gunshot,,7/23/2013,,,,39.95215178,-75.1151377,2013,,2013,7,163
Multiple_Gunshots,,7/23/2013,,,,39.91946303,-75.11209723,2013,,2013,7,163
Single_Gunshot,,7/20/2013,,,,39.92774574,-75.11308246,2013,,2013,7,163
Gunshot_or_Firecracker,,7/18/2013,,,,39.93833052,-75.1199268,2013,,2013,7,163
Gunshot_or_Firecracker,,7/17/2013,,,,39.93475475,-75.11834184,2013,,2013,7,163
